Id,PostType,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"64856","Question","2019-12-15 05:28:25","1","289","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64857","Answer","2019-12-15 06:20:13","0","","","",""
"64858","Answer","2019-12-15 06:55:45","0","","","",""
"64859","Question","2019-12-15 07:42:58","2","55","<machine-learning><python><neural-network><classification><dataset>","1",""
"64860","Answer","2019-12-15 08:49:33","2","","","",""
"64861","Question","2019-12-15 09:33:33","0","281","<machine-learning><plotting><seaborn><heatmap>","1",""
"64863","Answer","2019-12-15 09:51:54","1","","","",""
"64864","Answer","2019-12-15 09:56:50","1","","","",""
"64868","Answer","2019-12-15 11:12:36","0","","","",""
"64869","Answer","2019-12-15 11:52:21","1","","","",""
"64870","Question","2019-12-15 12:24:55","1","2731","<python><spyder>","1",""
"64871","Question","2019-12-15 12:45:54","1","506","<machine-learning><deep-learning><data-mining><predictive-modeling><evaluation>","1",""
"64872","Question","2019-12-15 13:09:24","0","37","<machine-learning><neural-network><feature-engineering><feature-extraction><convolutional-neural-network>","2",""
"64874","Answer","2019-12-15 13:26:20","1","","","",""
"64875","Question","2019-12-15 13:31:36","0","100","<machine-learning><neural-network><cnn><image-classification><regularization>","0",""
"64876","Answer","2019-12-15 13:35:26","1","","","",""
"64877","Question","2019-12-15 14:07:37","2","2480","<python>","1","1"
"64878","Question","2019-12-15 14:31:20","1","258","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64880","Question","2019-12-15 15:13:38","2","4958","<colab>","3",""
"64882","Answer","2019-12-15 17:03:31","2","","","",""
"64883","Question","2019-12-15 17:12:05","0","213","<keras><word-embeddings><nlp><ensemble-modeling><gensim>","1",""
"64885","Question","2019-12-15 17:24:41","0","796","<scikit-learn><feature-selection><decision-trees>","1",""
"64886","Question","2019-12-15 18:49:41","0","46","<machine-learning><neural-network><r><xgboost><hyperparameter>","0",""
"64887","Question","2019-12-15 19:40:20","1","15","<python><neural-network><backpropagation><mathematics><matrix>","0",""
"64888","Answer","2019-12-15 19:58:16","0","","","",""
"64889","Question","2019-12-15 20:13:49","1","22","<machine-learning><neural-network>","1",""
"64891","Question","2019-12-16 00:04:14","1","111","<machine-learning><nlp>","0",""
"64894","Answer","2019-12-16 00:59:32","2","","","",""
"64896","Answer","2019-12-16 02:20:45","1","","","",""
"64899","Question","2019-12-16 04:33:00","1","508","<reinforcement-learning>","1",""
"64900","Question","2019-12-16 05:27:00","0","76","<k-means><pyspark><online-learning>","1",""
"64904","Answer","2019-12-16 07:03:26","0","","","",""
"64905","Question","2019-12-16 07:28:45","0","484","<feature-selection><random-forest><machine-learning-model>","1",""
"64906","Question","2019-12-16 07:34:53","0","70","<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>","1",""
"64908","Answer","2019-12-16 08:08:59","0","","","",""
"64909","Answer","2019-12-16 08:12:25","2","","","",""
"64910","Question","2019-12-16 08:18:46","2","102","<python><classification><class-imbalance>","1",""
"64912","Question","2019-12-16 10:07:54","0","46","<scikit-learn><text-mining><recommender-system><tfidf>","1",""
"64913","Answer","2019-12-16 10:22:45","0","","","",""
"64915","Question","2019-12-16 10:36:46","0","42","<machine-learning><training><loss-function><accuracy>","0","2"
"64916","Answer","2019-12-16 10:53:35","1","","","",""
"64920","Answer","2019-12-16 11:42:07","3","","","",""
"64921","Question","2019-12-16 11:50:15","1","889","<regression><pandas><feature-engineering><normalization><feature-scaling>","2","2"
"64922","Question","2019-12-16 12:11:41","1","56","<neural-network><deep-learning><scikit-learn><cross-validation><mlp>","1",""
"64924","Answer","2019-12-16 13:06:15","0","","","",""
"64925","Question","2019-12-16 13:12:32","2","124","<logistic-regression><python-3.x>","2",""
"64928","Question","2019-12-16 14:14:33","1","8","<neural-network><feature-selection>","0",""
"64929","Question","2019-12-16 14:24:51","-1","571","<scikit-learn><random-forest><probability><implementation><predict>","1",""
"64930","Question","2019-12-16 14:38:17","1","100","<neural-network><deep-learning><keras><convolution>","0",""
"64931","Answer","2019-12-16 14:42:51","0","","","",""
"64932","Question","2019-12-16 14:47:46","2","100","<machine-learning><deep-learning><data-mining><predictive-modeling><grid-search>","2",""
"64933","Answer","2019-12-16 14:49:33","1","","","",""
"64934","Question","2019-12-16 15:04:23","1","210","<python><categorical-data><dummy-variables><one-hot-encoding><categorical-encoding>","2",""
"64935","Answer","2019-12-16 15:34:17","0","","","",""
"64937","Answer","2019-12-16 16:54:33","2","","","",""
"64938","Question","2019-12-16 17:42:06","0","28","<python><jupyter>","1",""
"64939","Answer","2019-12-16 18:05:26","1","","","",""
"64940","Answer","2019-12-16 18:54:44","0","","","",""
"64941","Answer","2019-12-16 19:15:01","0","","","",""
"64943","Question","2019-12-16 22:40:47","1","51","<machine-learning><confusion-matrix>","1",""
"64945","Question","2019-12-16 23:22:28","3","394","<classification><clustering><k-means>","1","1"
"64946","Answer","2019-12-16 23:36:02","0","","","",""
"64947","Answer","2019-12-17 00:01:02","2","","","",""
"64949","Answer","2019-12-17 01:39:19","1","","","",""
"64951","Question","2019-12-17 03:48:55","1","28","<image-classification><computer-vision><image-recognition><image-preprocessing><image>","1",""
"64953","Question","2019-12-17 04:15:49","1","50","<machine-learning><r>","1",""
"64956","Question","2019-12-17 06:11:37","1","306","<deep-learning><tensorflow><reinforcement-learning>","1",""
"64957","Question","2019-12-17 06:28:19","1","57","<deep-learning><keras><image-classification>","0",""
"64958","Question","2019-12-17 07:16:10","2","1121","<machine-learning><deep-learning><predictive-modeling><feature-selection><hyperparameter>","2",""
"64960","Question","2019-12-17 07:40:56","1","198","<time-series><cross-validation>","0",""
"64961","Question","2019-12-17 08:05:23","1","97","<deep-learning><word2vec><nlp>","1",""
"64962","Question","2019-12-17 08:36:30","1","260","<deep-learning><keras><lstm>","1",""
"64963","Question","2019-12-17 09:09:06","1","57","<machine-learning><python><keras>","1",""
"64964","Question","2019-12-17 09:27:32","2","122","<machine-learning><xgboost><prediction>","0",""
"64965","Question","2019-12-17 09:41:30","0","1731","<python><matplotlib><confusion-matrix>","1",""
"64966","Question","2019-12-17 09:51:55","2","47","<machine-learning><classification><text>","1",""
"64967","Answer","2019-12-17 09:54:00","1","","","",""
"53603","Answer","2019-06-12 01:02:33","0","","","",""
"53604","Answer","2019-06-12 01:30:59","2","","","",""
"53605","Question","2019-06-12 02:00:19","2","26","<machine-learning><neural-network>","0",""
"53607","Answer","2019-06-12 02:47:36","1","","","",""
"53608","Answer","2019-06-12 02:58:46","0","","","",""
"53609","Question","2019-06-12 03:21:30","5","21831","<python><deep-learning><keras><numpy>","2","1"
"53610","Answer","2019-06-12 03:53:56","6","","","",""
"53611","Answer","2019-06-12 04:29:04","1","","","",""
"53612","Question","2019-06-12 05:20:46","5","67","<pandas><matplotlib><seaborn>","2",""
"53613","Answer","2019-06-12 05:29:04","2","","","",""
"53614","Answer","2019-06-12 06:36:54","0","","","",""
"53615","Answer","2019-06-12 06:53:43","8","","","",""
"53616","Answer","2019-06-12 06:57:41","1","","","",""
"53617","Answer","2019-06-12 07:19:27","0","","","",""
"53618","Answer","2019-06-12 08:15:53","0","","","",""
"53619","Answer","2019-06-12 08:43:15","1","","","",""
"53620","Answer","2019-06-12 08:54:40","3","","","",""
"53621","Question","2019-06-12 08:57:30","4","126","<machine-learning><pandas><feature-engineering><encoding><kaggle>","1",""
"53622","Answer","2019-06-12 09:08:13","0","","","",""
"53623","Question","2019-06-12 09:30:18","0","275","<machine-learning><data-mining><regression><error-handling>","1",""
"53624","Answer","2019-06-12 09:38:36","0","","","",""
"53625","Answer","2019-06-12 09:56:43","1","","","",""
"53627","Answer","2019-06-12 10:36:10","2","","","",""
"53628","Question","2019-06-12 10:48:36","0","49","<python><neural-network><classification><keras><prediction>","1",""
"53631","Answer","2019-06-12 12:18:14","2","","","",""
"53632","Question","2019-06-12 12:38:44","0","722","<python><pandas>","1",""
"53633","Question","2019-06-12 12:55:35","0","164","<scikit-learn><machine-learning-model><lasso>","2",""
"53634","Answer","2019-06-12 12:59:56","1","","","",""
"53635","Answer","2019-06-12 13:22:59","0","","","",""
"53636","Question","2019-06-12 13:31:02","0","851","<rnn><feature-engineering><normalization><feature-scaling>","1","1"
"53637","Question","2019-06-12 13:42:32","0","1224","<scikit-learn><decision-trees>","0",""
"53638","Answer","2019-06-12 13:42:39","0","","","",""
"53639","Answer","2019-06-12 13:45:07","1","","","",""
"53640","Question","2019-06-12 13:58:47","0","40","<r><rstudio><ggplot2>","1",""
"53641","Question","2019-06-12 14:11:20","3","199","<machine-learning><python><time-series>","2",""
"53642","Answer","2019-06-12 14:24:15","1","","","",""
"53643","TagWiki","2019-06-12 14:45:38","0","","","",""
"53644","TagWikiExcerpt","2019-06-12 14:45:38","0","","","",""
"53645","Question","2019-06-12 15:41:43","0","1075","<keras><machine-learning-model>","1",""
"53647","Question","2019-06-12 16:06:49","0","1451","<machine-learning><software-development><hardware>","1",""
"53648","Answer","2019-06-12 16:13:57","1","","","",""
"53650","Question","2019-06-12 17:00:48","1","271","<cnn><backpropagation>","4","2"
"53652","Answer","2019-06-12 17:14:40","1","","","",""
"53653","Answer","2019-06-12 17:16:34","1","","","",""
"53654","Answer","2019-06-12 17:34:07","0","","","",""
"53655","Question","2019-06-12 17:44:49","2","2018","<keras><nlp>","1",""
"53656","Answer","2019-06-12 17:48:12","1","","","",""
"53657","Question","2019-06-12 18:06:17","1","23","<statistics><probability><distribution><variance>","0","1"
"53658","Question","2019-06-12 18:11:42","0","88","<time-series><bayesian>","1",""
"53659","Question","2019-06-12 18:30:02","2","49","<clustering><data-cleaning><dimensionality-reduction><distribution>","1",""
"53660","Answer","2019-06-12 18:45:01","1","","","",""
"53661","Answer","2019-06-12 19:31:26","0","","","",""
"53663","Question","2019-06-12 19:41:32","2","53","<scikit-learn><svm><anomaly-detection>","1","1"
"53664","Question","2019-06-12 19:50:49","1","310","<tensorflow><rnn><transfer-learning><convolutional-neural-network>","0","2"
"53665","Question","2019-06-12 21:31:25","0","5010","<neural-network><keras><mnist>","0","1"
"53666","Question","2019-06-12 21:52:21","1","718","<python><dataset><multilabel-classification>","2","2"
"53669","Answer","2019-06-13 01:47:04","1","","","",""
"53670","Question","2019-06-13 02:59:19","0","168","<machine-learning><time-series><clustering>","1",""
"53673","Question","2019-06-13 05:27:02","1","1738","<machine-learning><python><dataframe><kaggle><binary>","2",""
"53674","Question","2019-06-13 06:17:04","0","35","<machine-learning><keras><tensorflow><beginner>","1",""
"53675","Answer","2019-06-13 06:23:07","2","","","",""
"53676","Question","2019-06-13 06:23:10","1","833","<dataset><data-cleaning>","1",""
"53677","Answer","2019-06-13 06:26:03","4","","","",""
"53678","Answer","2019-06-13 06:30:28","0","","","",""
"53680","Answer","2019-06-13 07:09:12","2","","","",""
"53681","Question","2019-06-13 07:10:50","2","623","<machine-learning><nlp><evaluation><metric>","2",""
"53682","Question","2019-06-13 07:11:20","2","113","<machine-learning><unsupervised-learning><supervised-learning>","1",""
"53683","Answer","2019-06-13 07:27:07","1","","","",""
"53685","Answer","2019-06-13 08:00:06","1","","","",""
"53686","Question","2019-06-13 08:12:48","0","18","<dataset><data-cleaning>","1",""
"53687","Answer","2019-06-13 08:15:53","2","","","",""
"53688","Question","2019-06-13 08:24:00","2","696","<clustering><k-means><unsupervised-learning><pca>","2","1"
"53689","Question","2019-06-13 08:25:47","3","77","<tensorflow>","0",""
"53690","Answer","2019-06-13 08:46:34","1","","","",""
"53691","Question","2019-06-13 08:49:34","2","2016","<python><pandas>","1","2"
"53692","Question","2019-06-13 08:56:50","1","23","<feature-engineering><feature-scaling>","0",""
"64968","Answer","2019-12-17 10:14:43","3","","","",""
"64969","Answer","2019-12-17 10:16:20","0","","","",""
"64970","Answer","2019-12-17 10:16:52","1","","","",""
"64971","Answer","2019-12-17 10:22:35","2","","","",""
"64972","Answer","2019-12-17 10:36:11","2","","","",""
"64973","Question","2019-12-17 10:44:41","1","15","<machine-learning><data><3d-reconstruction>","0",""
"64974","Answer","2019-12-17 10:54:56","1","","","",""
"64975","Answer","2019-12-17 11:01:33","0","","","",""
"64976","Answer","2019-12-17 11:10:16","1","","","",""
"64977","Answer","2019-12-17 11:17:38","0","","","",""
"64978","Answer","2019-12-17 11:23:31","2","","","",""
"64979","Answer","2019-12-17 11:43:32","0","","","",""
"64980","Answer","2019-12-17 11:46:15","1","","","",""
"64981","Answer","2019-12-17 11:55:28","0","","","",""
"64982","Question","2019-12-17 11:59:41","1","62","<machine-learning><deep-learning><feature-selection><xgboost><feature-extraction>","2",""
"64983","Answer","2019-12-17 12:05:37","0","","","",""
"64984","Answer","2019-12-17 12:09:40","2","","","",""
"64985","Answer","2019-12-17 12:10:14","0","","","",""
"64986","Answer","2019-12-17 12:21:52","0","","","",""
"64987","Answer","2019-12-17 12:27:44","1","","","",""
"64988","Answer","2019-12-17 12:38:27","4","","","",""
"64989","Question","2019-12-17 12:56:34","1","186","<machine-learning><deep-learning><data-mining><predictive-modeling><feature-selection>","1",""
"64990","Question","2019-12-17 13:16:31","1","58","<machine-learning><predictive-modeling><geospatial>","3","1"
"64991","Answer","2019-12-17 13:31:26","0","","","",""
"64992","Answer","2019-12-17 13:42:22","1","","","",""
"64993","Answer","2019-12-17 13:49:17","0","","","",""
"64994","Answer","2019-12-17 14:10:22","3","","","",""
"64995","Question","2019-12-17 14:14:33","1","26","<neural-network><rnn>","1",""
"64998","Answer","2019-12-17 14:27:30","1","","","",""
"64999","Question","2019-12-17 14:30:02","1","150","<python><keras><lstm><autoencoder><implementation>","0","0"
"65000","Answer","2019-12-17 14:31:02","1","","","",""
"65001","Question","2019-12-17 14:43:32","3","45","<machine-learning><statistics>","2",""
"65002","Answer","2019-12-17 14:48:23","0","","","",""
"65004","Answer","2019-12-17 15:00:26","0","","","",""
"65005","Answer","2019-12-17 15:00:48","1","","","",""
"65006","Question","2019-12-17 15:01:23","4","533","<image-classification><multilabel-classification>","3","1"
"65008","Answer","2019-12-17 15:06:57","2","","","",""
"65010","Answer","2019-12-17 15:25:17","1","","","",""
"65011","Answer","2019-12-17 15:38:55","2","","","",""
"65013","Answer","2019-12-17 15:47:59","1","","","",""
"65015","Question","2019-12-17 16:01:07","1","13","<deep-learning><cross-validation><experiments><auc><finite-precision>","1",""
"65018","Question","2019-12-17 16:40:51","2","189","<machine-learning-model><orange><orange3>","1",""
"65019","Question","2019-12-17 16:54:52","0","30","<visualization>","0",""
"65020","Answer","2019-12-17 17:10:12","2","","","",""
"65021","Question","2019-12-17 17:30:31","2","168","<time-series><lstm><data-cleaning>","2",""
"65022","Answer","2019-12-17 17:42:27","0","","","",""
"65023","Question","2019-12-17 17:45:52","3","1086","<classification><gan>","3",""
"65024","Question","2019-12-17 18:08:03","1","37","<scikit-learn><clustering>","0",""
"65026","Question","2019-12-17 19:23:52","1","36","<machine-learning><predictive-modeling><prediction>","1",""
"65029","Question","2019-12-17 21:56:48","1","32","<regression><hyperparameter-tuning><k-nn>","1",""
"65030","Question","2019-12-17 23:07:19","1","71","<neural-network><cross-validation>","2",""
"65031","Answer","2019-12-17 23:09:54","2","","","",""
"65032","Answer","2019-12-17 23:12:41","1","","","",""
"65033","Answer","2019-12-17 23:17:51","2","","","",""
"65034","Answer","2019-12-17 23:32:50","1","","","",""
"65035","Answer","2019-12-17 23:39:18","2","","","",""
"65036","Answer","2019-12-18 00:08:10","2","","","",""
"65038","Answer","2019-12-18 00:24:57","1","","","",""
"65042","Answer","2019-12-18 02:20:44","1","","","",""
"65044","Question","2019-12-18 02:42:08","0","33","<machine-learning><data-mining><regression><predictive-modeling>","1",""
"65045","Question","2019-12-18 03:50:36","2","457","<machine-learning><python><k-nn>","2",""
"65046","Answer","2019-12-18 03:57:13","2","","","",""
"65047","Answer","2019-12-18 05:04:49","1","","","",""
"65048","Answer","2019-12-18 05:08:50","0","","","",""
"65049","Answer","2019-12-18 06:31:53","0","","","",""
"65050","Question","2019-12-18 07:16:52","2","1234","<machine-learning><deep-learning><data-mining><predictive-modeling><logistic-regression>","1","1"
"65051","Answer","2019-12-18 08:13:51","0","","","",""
"65052","Question","2019-12-18 09:00:55","0","81","<regression><linear-regression><xgboost>","1",""
"65053","Answer","2019-12-18 09:11:10","4","","","",""
"65054","Answer","2019-12-18 09:18:50","1","","","",""
"65055","Answer","2019-12-18 09:21:00","1","","","",""
"65056","Answer","2019-12-18 09:32:21","1","","","",""
"65057","Question","2019-12-18 09:33:34","1","86","<python><pandas><numpy>","1",""
"65058","Question","2019-12-18 10:02:20","0","584","<machine-learning><deep-learning><data-mining><feature-selection><feature-extraction>","2","1"
"65059","Answer","2019-12-18 10:08:45","0","","","",""
"65060","Answer","2019-12-18 10:15:56","1","","","",""
"65062","Question","2019-12-18 10:19:32","2","70","<classification><multilabel-classification><multi-output>","1",""
"65063","Question","2019-12-18 10:32:05","4","212","<jupyter>","1",""
"65064","Answer","2019-12-18 10:36:01","1","","","",""
"65065","Answer","2019-12-18 10:51:55","2","","","",""
"65066","Answer","2019-12-18 10:57:37","2","","","",""
"65067","Question","2019-12-18 11:18:32","6","3154","<nlp><word-embeddings><transformer>","1","1"
"65068","Question","2019-12-18 12:11:12","2","102","<machine-learning><neural-network><dataset><data><random-forest>","2",""
"65069","Answer","2019-12-18 12:55:53","2","","","",""
"65070","Answer","2019-12-18 12:59:19","7","","","",""
"65071","Answer","2019-12-18 13:45:35","1","","","",""
"65074","Question","2019-12-18 15:08:17","2","562","<keras><tensorflow><python-3.x>","1",""
"65075","Answer","2019-12-18 15:19:00","2","","","",""
"53693","Answer","2019-06-13 09:00:08","3","","","",""
"53694","Question","2019-06-13 09:12:22","1","139","<time-series><regression><predictive-modeling>","2",""
"53696","Answer","2019-06-13 09:20:25","0","","","",""
"53697","Question","2019-06-13 09:35:01","1","95","<scikit-learn><regression><optimization>","2",""
"53701","Question","2019-06-13 10:26:34","1","43","<clustering><lstm><anomaly-detection>","2",""
"53702","Answer","2019-06-13 10:28:40","0","","","",""
"53703","Question","2019-06-13 10:37:29","1","46","<python><data><word2vec><similarity>","1",""
"53704","Answer","2019-06-13 10:42:17","0","","","",""
"53706","Answer","2019-06-13 10:51:15","0","","","",""
"53708","Answer","2019-06-13 11:02:52","0","","","",""
"53710","Answer","2019-06-13 11:55:16","2","","","",""
"53713","Question","2019-06-13 12:32:54","0","2563","<python><pandas>","1",""
"53715","Answer","2019-06-13 12:50:20","1","","","",""
"53716","Answer","2019-06-13 13:03:39","1","","","",""
"53717","Question","2019-06-13 13:07:04","0","64","<machine-learning><python><nlp>","1",""
"53718","Answer","2019-06-13 13:36:48","1","","","",""
"53720","Answer","2019-06-13 14:01:24","2","","","",""
"53723","Answer","2019-06-13 14:38:32","0","","","",""
"53725","Answer","2019-06-13 15:28:04","1","","","",""
"53726","Answer","2019-06-13 16:19:49","1","","","",""
"53727","Answer","2019-06-13 16:42:10","1","","","",""
"53728","Question","2019-06-13 17:23:56","1","38","<python><pandas><data>","1","1"
"53729","Answer","2019-06-13 17:31:39","0","","","",""
"53730","Question","2019-06-13 17:37:57","1","83","<machine-learning><deep-learning><random-forest><machine-learning-model><unsupervised-learning>","2","1"
"53731","Answer","2019-06-13 17:40:13","3","","","",""
"53732","Question","2019-06-13 17:49:40","0","40","<multilabel-classification>","1",""
"53734","Answer","2019-06-13 18:11:27","1","","","",""
"53735","Answer","2019-06-13 18:18:55","0","","","",""
"53736","Answer","2019-06-13 18:22:27","2","","","",""
"53737","Question","2019-06-13 19:47:19","1","72","<machine-learning><neural-network><deep-learning><classification><nlp>","0","1"
"53738","Question","2019-06-13 19:55:25","0","31","<classification><class-imbalance><semi-supervised-learning>","0",""
"53739","Question","2019-06-13 20:16:33","0","41","<python><keras><tensorflow><aws>","1",""
"53741","Answer","2019-06-13 20:31:27","1","","","",""
"53742","Question","2019-06-13 20:50:01","1","65","<time-series><clustering><anomaly-detection>","2",""
"53743","Answer","2019-06-13 21:17:33","3","","","",""
"53744","Answer","2019-06-13 21:51:22","0","","","",""
"53747","Question","2019-06-13 22:24:04","3","581","<neural-network><deep-learning><gradient-descent><autoencoder><vae>","1","3"
"53749","Answer","2019-06-13 23:36:54","1","","","",""
"53751","Answer","2019-06-14 00:22:40","0","","","",""
"53754","Question","2019-06-14 02:42:41","2","353","<r><xgboost>","1","1"
"53755","Question","2019-06-14 02:44:46","0","25","<machine-learning><overfitting>","0","1"
"53758","Question","2019-06-14 05:22:06","1","125","<variance><bias><estimators><mse>","0",""
"53759","Question","2019-06-14 05:36:27","0","205","<machine-learning><regression><feature-selection><correlation>","2",""
"53762","Answer","2019-06-14 05:52:26","1","","","",""
"53763","Answer","2019-06-14 05:56:58","0","","","",""
"53765","Answer","2019-06-14 06:14:12","3","","","",""
"53767","Answer","2019-06-14 06:47:59","1","","","",""
"53770","Answer","2019-06-14 07:48:33","0","","","",""
"53772","Question","2019-06-14 08:27:56","1","250","<nlp><bert>","1","1"
"53773","Question","2019-06-14 08:42:47","3","2360","<cross-validation><evaluation>","3",""
"53774","Answer","2019-06-14 08:44:37","0","","","",""
"53776","Question","2019-06-14 09:03:22","0","24","<dataset><scraping>","0",""
"53777","Question","2019-06-14 09:11:16","1","296","<python><java>","1",""
"53778","Question","2019-06-14 09:15:11","0","139","<deep-learning><classification><keras>","1",""
"53781","Question","2019-06-14 10:03:43","0","90","<nlp><word2vec>","2",""
"53783","Question","2019-06-14 10:59:58","1","54","<nlp><clustering><topic-model>","1","1"
"53784","Answer","2019-06-14 11:04:35","1","","","",""
"53785","Question","2019-06-14 11:17:58","1","25","<python><algorithms><machine-learning-model><data-science-model><forecasting>","0",""
"53787","Answer","2019-06-14 11:46:09","1","","","",""
"53788","Answer","2019-06-14 11:46:55","4","","","",""
"53789","Question","2019-06-14 11:52:34","0","172","<python><convolution>","2",""
"53790","Question","2019-06-14 11:56:26","1","82","<orange><orange3>","0",""
"53792","Question","2019-06-14 12:25:49","2","71","<regression><prediction><sequence>","2",""
"53793","Answer","2019-06-14 12:41:14","0","","","",""
"53794","Answer","2019-06-14 12:54:09","1","","","",""
"53796","Answer","2019-06-14 13:05:58","3","","","",""
"53797","Answer","2019-06-14 13:13:16","0","","","",""
"53798","Answer","2019-06-14 13:28:04","1","","","",""
"53800","Answer","2019-06-14 14:05:57","0","","","",""
"53801","Answer","2019-06-14 14:07:47","2","","","",""
"53802","Answer","2019-06-14 14:22:24","2","","","",""
"53803","Answer","2019-06-14 14:41:16","1","","","",""
"53804","Question","2019-06-14 15:07:27","0","33","<image-classification><image-recognition>","1",""
"53806","Question","2019-06-14 15:33:22","4","460","<machine-learning><classification><dataset><predictive-modeling><training>","1","1"
"53807","Answer","2019-06-14 15:59:44","1","","","",""
"53808","Answer","2019-06-14 16:00:17","0","","","",""
"53809","Question","2019-06-14 16:45:21","0","57","<sequence-to-sequence>","1",""
"65079","Answer","2019-12-18 17:18:21","1","","","",""
"65080","Question","2019-12-18 17:24:09","2","317","<machine-learning><computer-vision><object-detection>","0",""
"65081","Question","2019-12-18 19:32:20","1","78","<machine-learning><cnn><image-classification><finance>","1",""
"65082","Question","2019-12-18 21:10:58","1","45","<nlp>","1",""
"65083","Answer","2019-12-18 21:11:07","3","","","",""
"65084","Answer","2019-12-18 21:29:05","1","","","",""
"65085","Answer","2019-12-18 21:45:46","1","","","",""
"65087","Answer","2019-12-18 22:03:25","1","","","",""
"65088","Answer","2019-12-18 22:07:58","1","","","",""
"65089","Question","2019-12-19 00:05:04","4","301","<cnn><image-classification><pooling>","5","2"
"65090","Question","2019-12-19 00:10:01","2","14589","<python><pandas><bigdata>","1",""
"65091","Answer","2019-12-19 01:51:10","0","","","",""
"65092","Question","2019-12-19 01:58:31","4","784","<python><keras><tensorflow><regression><loss-function>","2","1"
"65093","Answer","2019-12-19 02:38:29","1","","","",""
"65094","Question","2019-12-19 03:45:04","2","426","<machine-learning><deep-learning><data-mining><feature-selection><metric>","2",""
"65095","Answer","2019-12-19 04:40:26","1","","","",""
"65096","Question","2019-12-19 05:40:21","3","171","<word-embeddings><word2vec><vector-space-models>","1",""
"65097","Answer","2019-12-19 06:07:49","1","","","",""
"65098","Answer","2019-12-19 06:12:34","1","","","",""
"65100","Answer","2019-12-19 06:20:45","1","","","",""
"65101","Answer","2019-12-19 06:26:17","0","","","",""
"65102","Answer","2019-12-19 07:01:58","1","","","",""
"65103","Answer","2019-12-19 07:04:46","0","","","",""
"65104","Answer","2019-12-19 07:09:20","1","","","",""
"65105","Answer","2019-12-19 07:11:41","0","","","",""
"65106","Question","2019-12-19 08:07:11","1","17","<neural-network><nlp><cnn><rnn>","0","1"
"65107","Question","2019-12-19 08:27:52","1","52","<machine-learning><deep-learning><classification><feature-selection><machine-learning-model>","1",""
"65108","Question","2019-12-19 08:33:54","2","227","<machine-learning><neural-network><lstm><data><rnn>","1",""
"65109","Answer","2019-12-19 08:44:34","2","","","",""
"65110","Answer","2019-12-19 08:47:08","0","","","",""
"65112","Answer","2019-12-19 09:29:30","1","","","",""
"65113","Answer","2019-12-19 09:33:02","1","","","",""
"65114","Answer","2019-12-19 09:45:42","1","","","",""
"65115","Answer","2019-12-19 09:50:20","2","","","",""
"65116","Answer","2019-12-19 10:00:35","1","","","",""
"65117","Question","2019-12-19 10:30:12","0","47","<machine-learning><neural-network><regression><data><data-analysis>","1",""
"65118","Question","2019-12-19 10:39:12","1","246","<python><convolution><scipy>","1",""
"65119","Question","2019-12-19 10:48:57","0","79","<cnn><text-mining>","2",""
"65120","Answer","2019-12-19 10:53:37","2","","","",""
"65121","Answer","2019-12-19 10:57:07","1","","","",""
"65122","Answer","2019-12-19 11:04:24","1","","","",""
"65123","Answer","2019-12-19 11:10:03","4","","","",""
"65124","Question","2019-12-19 11:20:52","4","90","<machine-learning><python><neural-network><deep-learning><image-classification>","3","2"
"65125","Question","2019-12-19 11:25:02","1","55","<machine-learning><deep-learning><data-mining><predictive-modeling><feature-selection>","1","1"
"65126","Question","2019-12-19 12:25:11","0","234","<keras><pytorch><normalization>","1",""
"65127","Answer","2019-12-19 12:25:47","0","","","",""
"65128","Question","2019-12-19 12:38:09","1","434","<neural-network><deep-learning><machine-learning-model><overfitting><siamese-networks>","1","1"
"65129","Answer","2019-12-19 12:39:18","0","","","",""
"65131","Answer","2019-12-19 12:55:40","1","","","",""
"65132","Answer","2019-12-19 13:18:39","0","","","",""
"65133","Answer","2019-12-19 13:36:34","0","","","",""
"65134","Answer","2019-12-19 13:47:36","0","","","",""
"65135","Answer","2019-12-19 13:47:49","1","","","",""
"65136","Question","2019-12-19 13:56:55","2","1651","<python><regression><predictive-modeling>","2",""
"65137","Answer","2019-12-19 14:53:29","0","","","",""
"65139","Question","2019-12-19 15:49:16","2","40","<computer-vision><opencv>","2",""
"65140","Answer","2019-12-19 15:58:11","0","","","",""
"65141","Answer","2019-12-19 16:36:54","0","","","",""
"65142","Question","2019-12-19 16:57:21","1","49","<scikit-learn><data-cleaning><preprocessing><feature-scaling>","1",""
"65143","Answer","2019-12-19 17:02:59","2","","","",""
"65144","Question","2019-12-19 17:03:14","1","848","<pandas><aggregation><python-3.x>","1",""
"65145","Answer","2019-12-19 17:15:34","0","","","",""
"65147","Question","2019-12-19 17:37:19","0","200","<machine-learning><python><unsupervised-learning><categorical-data><one-hot-encoding>","1",""
"65149","Question","2019-12-19 18:49:02","3","81","<optimization>","1",""
"65150","Question","2019-12-19 18:56:39","2","13","<variance>","1",""
"65152","Question","2019-12-19 20:12:05","0","201","<scikit-learn><feature-scaling><regularization>","1",""
"65153","Question","2019-12-19 20:17:24","2","60","<machine-learning><predictive-modeling>","1",""
